==============================================================================================================
    Date     Time  Temp SpCond   Cond  Resist    Sal DOsat     DO DOchrg   Depth    pH      pH     Orp Battery
   m/d/y hh:mm:ss     C  mS/cm  uS/cm  Ohm*cm    ppt     %   mg/L         meters            mV      mV   volts
--------------------------------------------------------------------------------------------------------------
11/22/19 08:50:20  3.83  0.350    209 4794.15   0.17  15.6   2.05   12.9   0.577  8.09   -62.8   327.1     5.5
11/22/19 09:05:20  3.86  0.350    209 4791.69   0.17  15.7   2.06   12.3   0.582  8.09   -62.7   326.3     5.5
11/22/19 09:20:20  3.89  0.350    209 4784.78   0.17  15.6   2.05   12.9   0.583  8.09   -62.8   326.7     5.5
11/22/19 09:35:20  3.85  0.350    209 4792.31   0.17  15.7   2.06   12.9   0.587  8.08   -62.6   326.2     5.5
11/22/19 09:50:20  3.85  0.350    208 4797.92   0.17  15.6   2.05   12.3   0.589  8.09   -62.9   327.0     5.5
11/22/19 10:05:20  4.04  0.349    209 4779.90   0.17  15.9   2.08   12.9   0.594  8.10   -63.6   326.7     5.5
11/22/19 10:20:20  4.16  0.349    210 4760.02   0.17  15.9   2.08   12.9   0.598  8.11   -63.9   326.4     5.5
11/22/19 10:35:20  4.39  0.349    211 4730.99   0.17  16.2   2.10   12.9   0.603  8.11   -64.1   325.9     5.5
11/22/19 10:50:20  4.19  0.349    211 4750.45   0.17  16.1   2.09   12.9   0.607  8.11   -63.8   325.9     5.5
11/22/19 11:05:20  4.20  0.350    211 4747.69   0.17  16.0   2.08   12.3   0.612  8.11   -63.9   326.5     5.5
11/22/19 11:20:20  4.09  0.350    210 4753.29   0.17  16.0   2.09   12.9   0.615  8.10   -63.7   326.4     5.5
11/22/19 11:35:20  3.97  0.351    210 4766.69   0.17  15.8   2.07   12.9   0.613  8.10   -63.4   326.0     5.5
